,reaction_id,min_flux,max_flux
0,ABYW00000000_1_ms_medium_gapseq_open_fraction_reaction,0.4786409011631992,0.4789800988749731
1,NC_004663_1_ms_b_tim_medium_gapseq_open_fraction_reaction,0.5210199011267143,0.5213590988351836
2,community_biomass,0.851182,0.851182
