reaction_id	flux
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00036_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd04097_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00010_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.000039
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00054_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11451_ABYW00000000_1_ms_medium_gapseq_open_e0	2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11606_ABYW00000000_1_ms_medium_gapseq_open_e0	-2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd17026_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd17027_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00393_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.000019
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11746_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01376_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd90021_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd90022_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00011_ABYW00000000_1_ms_medium_gapseq_open_e0	1.615668
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00007_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01981_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00029_ABYW00000000_1_ms_medium_gapseq_open_e0	2.094761
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00141_ABYW00000000_1_ms_medium_gapseq_open_e0	1.456266
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00073_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01861_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00453_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00071_ABYW00000000_1_ms_medium_gapseq_open_e0	2.250658
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00150_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd08021_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00450_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00363_ABYW00000000_1_ms_medium_gapseq_open_e0	-2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00055_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00448_ABYW00000000_1_ms_medium_gapseq_open_e0	2.215263
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00025_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00239_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11640_ABYW00000000_1_ms_medium_gapseq_open_e0	-2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00359_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.015561
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11574_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00659_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00418_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00371_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00811_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00324_ABYW00000000_1_ms_medium_gapseq_open_e0	1.720770
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01024_ABYW00000000_1_ms_medium_gapseq_open_e0	2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00204_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00116_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00528_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11632_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd03662_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00178_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01618_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_bio1	0.206379
ABYW00000000_1_ms_medium_gapseq_open_DM_cpd01042_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00138_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.059155
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00322_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00066_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00069_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.031871
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00220_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00218_ABYW00000000_1_ms_medium_gapseq_open_e0	0.070321
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00644_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00048_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.003988
ABYW00000000_1_ms_medium_gapseq_open_bio_cpd11416_ABYW00000000_1_ms_medium_gapseq_open_c0	0.206379
ABYW00000000_1_ms_medium_gapseq_open_rxn00015_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003353
ABYW00000000_1_ms_medium_gapseq_open_rxn00100_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00173_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.146006
ABYW00000000_1_ms_medium_gapseq_open_rxn00182_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00184_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.894071
ABYW00000000_1_ms_medium_gapseq_open_rxn00239_ABYW00000000_1_ms_medium_gapseq_open_c0	0.059956
ABYW00000000_1_ms_medium_gapseq_open_rxn00247_ABYW00000000_1_ms_medium_gapseq_open_c0	0.172899
ABYW00000000_1_ms_medium_gapseq_open_rxn00270_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00283_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn00299_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn00373_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000165
ABYW00000000_1_ms_medium_gapseq_open_rxn00379_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn00470_ABYW00000000_1_ms_medium_gapseq_open_c0	0.009336
ABYW00000000_1_ms_medium_gapseq_open_rxn00499_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00512_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn00548_ABYW00000000_1_ms_medium_gapseq_open_c0	0.054878
ABYW00000000_1_ms_medium_gapseq_open_rxn00611_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.013137
ABYW00000000_1_ms_medium_gapseq_open_rxn00907_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn00966_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn01211_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn01332_ABYW00000000_1_ms_medium_gapseq_open_c0	0.054878
ABYW00000000_1_ms_medium_gapseq_open_rxn01607_ABYW00000000_1_ms_medium_gapseq_open_c0	0.088926
ABYW00000000_1_ms_medium_gapseq_open_rxn01783_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02175_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02212_ABYW00000000_1_ms_medium_gapseq_open_c0	0.054878
ABYW00000000_1_ms_medium_gapseq_open_rxn02226_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn02322_ABYW00000000_1_ms_medium_gapseq_open_c0	0.007074
ABYW00000000_1_ms_medium_gapseq_open_rxn02504_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn03535_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn03537_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn03644_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn04036_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn04045_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn04046_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn04384_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn05011_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn05035_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn05221_ABYW00000000_1_ms_medium_gapseq_open_c0	0.045980
ABYW00000000_1_ms_medium_gapseq_open_rxn05299_ABYW00000000_1_ms_medium_gapseq_open_c0	0.023400
ABYW00000000_1_ms_medium_gapseq_open_rxn05301_ABYW00000000_1_ms_medium_gapseq_open_c0	0.031871
ABYW00000000_1_ms_medium_gapseq_open_rxn05303_ABYW00000000_1_ms_medium_gapseq_open_c0	0.055223
ABYW00000000_1_ms_medium_gapseq_open_rxn05306_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn05610_ABYW00000000_1_ms_medium_gapseq_open_c0	0.059155
ABYW00000000_1_ms_medium_gapseq_open_rxn05740_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.000249
ABYW00000000_1_ms_medium_gapseq_open_rxn07586_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn08173_ABYW00000000_1_ms_medium_gapseq_open_c0	2.500000
ABYW00000000_1_ms_medium_gapseq_open_rxn08240_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn08706_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn08990_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.000387
ABYW00000000_1_ms_medium_gapseq_open_rxn09165_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn09212_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn10260_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn10424_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10425_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10430_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003032
ABYW00000000_1_ms_medium_gapseq_open_rxn10431_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003032
ABYW00000000_1_ms_medium_gapseq_open_rxn10432_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn10435_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10437_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10440_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000131
ABYW00000000_1_ms_medium_gapseq_open_rxn10441_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000131
ABYW00000000_1_ms_medium_gapseq_open_rxn10444_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000374
ABYW00000000_1_ms_medium_gapseq_open_rxn10454_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000131
ABYW00000000_1_ms_medium_gapseq_open_rxn10455_ABYW00000000_1_ms_medium_gapseq_open_c0	0.001890
ABYW00000000_1_ms_medium_gapseq_open_rxn10456_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004042
ABYW00000000_1_ms_medium_gapseq_open_rxn10458_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000374
ABYW00000000_1_ms_medium_gapseq_open_rxn10459_ABYW00000000_1_ms_medium_gapseq_open_c0	0.002657
ABYW00000000_1_ms_medium_gapseq_open_rxn10460_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003537
ABYW00000000_1_ms_medium_gapseq_open_rxn10461_ABYW00000000_1_ms_medium_gapseq_open_c0	0.002526
ABYW00000000_1_ms_medium_gapseq_open_rxn10466_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000005
ABYW00000000_1_ms_medium_gapseq_open_rxn10467_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000005
ABYW00000000_1_ms_medium_gapseq_open_rxn10475_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10479_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn10485_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004042
ABYW00000000_1_ms_medium_gapseq_open_rxn10487_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000131
ABYW00000000_1_ms_medium_gapseq_open_rxn10488_ABYW00000000_1_ms_medium_gapseq_open_c0	0.001890
ABYW00000000_1_ms_medium_gapseq_open_rxn10498_ABYW00000000_1_ms_medium_gapseq_open_c0	0.007074
ABYW00000000_1_ms_medium_gapseq_open_rxn10503_ABYW00000000_1_ms_medium_gapseq_open_c0	0.007074
ABYW00000000_1_ms_medium_gapseq_open_rxn10523_ABYW00000000_1_ms_medium_gapseq_open_c0	0.007074
ABYW00000000_1_ms_medium_gapseq_open_rxn10538_ABYW00000000_1_ms_medium_gapseq_open_c0	0.007074
ABYW00000000_1_ms_medium_gapseq_open_rxn10543_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn10553_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000505
ABYW00000000_1_ms_medium_gapseq_open_rxn10554_ABYW00000000_1_ms_medium_gapseq_open_c0	0.001890
ABYW00000000_1_ms_medium_gapseq_open_rxn10555_ABYW00000000_1_ms_medium_gapseq_open_c0	0.002526
ABYW00000000_1_ms_medium_gapseq_open_rxn10556_ABYW00000000_1_ms_medium_gapseq_open_c0	0.002657
ABYW00000000_1_ms_medium_gapseq_open_rxn10582_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn10598_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn10603_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn10610_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10611_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn10770_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn11650_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000455
ABYW00000000_1_ms_medium_gapseq_open_rxn11858_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000097
ABYW00000000_1_ms_medium_gapseq_open_rxn11934_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn12510_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn12739_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn12806_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.070321
ABYW00000000_1_ms_medium_gapseq_open_rxn12811_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn13395_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000387
ABYW00000000_1_ms_medium_gapseq_open_rxn13450_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn14120_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.000019
ABYW00000000_1_ms_medium_gapseq_open_rxn15049_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn15493_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn39250_ABYW00000000_1_ms_medium_gapseq_open_c0	0.010377
ABYW00000000_1_ms_medium_gapseq_open_rxn39252_ABYW00000000_1_ms_medium_gapseq_open_c0	0.010377
ABYW00000000_1_ms_medium_gapseq_open_rxn41668_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn42782_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn44206_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn44776_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.000387
ABYW00000000_1_ms_medium_gapseq_open_rxn45700_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn46006_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000910
ABYW00000000_1_ms_medium_gapseq_open_rxn46822_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn47116_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000387
ABYW00000000_1_ms_medium_gapseq_open_rxn90047_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000165
ABYW00000000_1_ms_medium_gapseq_open_rxn90048_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn90049_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn90050_ABYW00000000_1_ms_medium_gapseq_open_c0	0.004569
ABYW00000000_1_ms_medium_gapseq_open_rxn90051_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000249
ABYW00000000_1_ms_medium_gapseq_open_rxn90052_ABYW00000000_1_ms_medium_gapseq_open_c0	2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00027_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00726_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00908_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02507_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02508_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn10180_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn16146_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn01000_ABYW00000000_1_ms_medium_gapseq_open_c0	0.050309
ABYW00000000_1_ms_medium_gapseq_open_rxn05147_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn15081_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn01310_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00082_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00121_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.006063
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00249_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00221_ABYW00000000_1_ms_medium_gapseq_open_e0	-2.383463
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00100_ABYW00000000_1_ms_medium_gapseq_open_e0	-2.500000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00105_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00118_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00264_ABYW00000000_1_ms_medium_gapseq_open_e0	0.002444
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00277_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.058882
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00367_ABYW00000000_1_ms_medium_gapseq_open_e0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00412_ABYW00000000_1_ms_medium_gapseq_open_e0	0.055212
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01217_ABYW00000000_1_ms_medium_gapseq_open_e0	-0.087261
ABYW00000000_1_ms_medium_gapseq_open_rxn00405_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00429_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00547_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00858_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn05202_ABYW00000000_1_ms_medium_gapseq_open_c0	-0.087261
ABYW00000000_1_ms_medium_gapseq_open_rxn05289_ABYW00000000_1_ms_medium_gapseq_open_c0	0.091128
ABYW00000000_1_ms_medium_gapseq_open_rxn05564_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn08467_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn08972_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn09272_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn14345_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn16371_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn19870_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn33365_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn90109_ABYW00000000_1_ms_medium_gapseq_open_c0	0.081853
ABYW00000000_1_ms_medium_gapseq_open_rxn00545_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn05940_ABYW00000000_1_ms_medium_gapseq_open_c0	1.456266
ABYW00000000_1_ms_medium_gapseq_open_rxn08291_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003988
ABYW00000000_1_ms_medium_gapseq_open_rxn13726_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn00784_ABYW00000000_1_ms_medium_gapseq_open_c0	0.003670
ABYW00000000_1_ms_medium_gapseq_open_rxn00342_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn11552_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02438_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn02440_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn09108_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn09205_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn13361_ABYW00000000_1_ms_medium_gapseq_open_c0	0.069954
ABYW00000000_1_ms_medium_gapseq_open_rxn15346_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn19040_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
ABYW00000000_1_ms_medium_gapseq_open_rxn01835_ABYW00000000_1_ms_medium_gapseq_open_c0	0.000000
