,reaction_id,min_flux,max_flux
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00055_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00055_ABYW00000000_1_ms_medium_gapseq_open_e0,6.304638476366758e-15,4.3950734739045837e-13
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00448_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00448_ABYW00000000_1_ms_medium_gapseq_open_e0,2.019834869302703,4.405767535396644
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00025_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00025_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00239_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00239_ABYW00000000_1_ms_medium_gapseq_open_e0,-0.1898909861590741,-0.18989098615830186
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11640_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11640_ABYW00000000_1_ms_medium_gapseq_open_e0,-4.7881050001908605,-2.4021723345008743
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00359_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00359_ABYW00000000_1_ms_medium_gapseq_open_e0,-0.03072914277711894,-0.030729142774536988
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11574_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11574_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00659_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00659_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00418_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00418_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00371_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00371_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
