,reaction_id,min_flux,max_flux
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00058_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00058_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd10515_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd10515_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00047_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00047_ABYW00000000_1_ms_medium_gapseq_open_e0,-1.999999999999902,-1.9999999999999927
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00106_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00106_ABYW00000000_1_ms_medium_gapseq_open_e0,2.7457402862948648,2.7457402862817593
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01262_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01262_ABYW00000000_1_ms_medium_gapseq_open_e0,1.284528802698949e-15,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00060_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00060_ABYW00000000_1_ms_medium_gapseq_open_e0,-2.667298823429463,-2.667298823391916
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00075_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00075_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,-1.9675991384811216e-13
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01132_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01132_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,1.6179339865947433e-14
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00065_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00065_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,-6.198930384075456e-14
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00132_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00132_ABYW00000000_1_ms_medium_gapseq_open_e0,-0.08399436272507661,-0.08399436272505173
